,date,sitename,value,fips
177852,2020-25-03,Kaukauna,1.0,84055
177859,2020-25-03,Laramie County Mobile,0.0,84056
177864,2020-25-03,James Town Mobile,0.0,84056
177930,2020-26-03,NCore,0.0,02090
177945,2020-26-03,Miami Jones Ranch,0.0,04007
177946,2020-26-03,Miami Town Site,0.0,04007
177948,2020-26-03,Hayden,1.0,04007
177976,2020-26-03,Phoenix JLG Supersite,0.0,04013
178050,2020-26-03,Oakland West,0.0,06001
178083,2020-26-03,Concord,0.0,06013
178084,2020-26-03,Richmond - 7th St,0.0,06013
178088,2020-26-03,Bethel Island,0.0,06013
178093,2020-26-03,San Pablo - Rumrill,0.0,06013
178108,2020-26-03,Fresno - Garland,0.0,06019
178129,2020-26-03,Calexico - Ethel Street,0.0,06025
178145,2020-26-03,NCore - White Mountain Research Station - OVL,0.0,06027
178192,2020-26-03,Los Angeles - N. Main Street,0.0,06037
178213,2020-26-03,LAX-Hastings,0.0,06037
178318,2020-26-03,Riverside - Rubidoux,0.0,06065
178336,2020-26-03,Arden Arcade - Del Paso Manor,0.0,06067
178379,2020-26-03,Fontana - Arrow Highway,0.0,06071
178421,2020-26-03,Mesa 2 /Nipomo,0.0,06079
178510,2020-26-03,Vallejo,0.0,06095
178578,2020-26-03,Welby - 78th Ave. & Steele St.,0.0,08001
178591,2020-26-03,Denver - CAMP - 2105 Broadway,0.0,08031
178597,2020-26-03,La Casa NCORE - 4545 Navajo St.,0.0,08031
178607,2020-26-03,Colorado Springs - Highway 24,0.0,08041
178650,2020-26-03,Bridgeport,0.0,09001
178673,2020-26-03,Cornwall,0.0,09005
178681,2020-26-03,New Haven - Criscuolo Park,0.0,09009
178698,2020-26-03,LUMS 2,0.0,10003
178700,2020-26-03,Rte 9 Del. City,0.0,10003
178705,2020-26-03,BELLFNT2,0.0,10003
178710,2020-26-03,MLK,0.0,10003
178723,2020-26-03,McMillan NCORE,0.0,11001
178745,2020-26-03,NCORE,0.0,12011
178754,2020-26-03,Crystal River Preserve,1.0,12017
178760,2020-26-03,Kooker Park,0.0,12031
178764,2020-26-03,Cedar Bay,0.0,12031
178785,2020-26-03,EAST BAY,0.0,12057
178787,2020-26-03,APOLLO BEACH,0.0,12057
178792,2020-26-03,DAVIS ISLAND,0.0,12057
178816,2020-26-03,Port Manatee,0.0,12081
178839,2020-26-03,FBHWWTP,0.0,12089
178846,2020-26-03,Winter Park,0.0,12095
178867,2020-26-03,Sikes Elementary School,0.0,12105
178901,2020-26-03,Macon Forestry,0.0,13021
178904,2020-26-03,Savannah East President,0.0,13051
178907,2020-26-03,Savannah L&A,0.0,13051
178922,2020-26-03,South DeKalb,0.0,13089
178927,2020-26-03,Rome-Kraftsman,0.0,13115
178931,2020-26-03,United Ave,0.0,13121
178955,2020-26-03,Augusta,3.0,13245
178962,2020-26-03,Hawaii Volcanoes NP - Visitor's Center,0.0,15001
178964,2020-26-03,Hilo,2.0,15001
178966,2020-26-03,Kona,0.0,15001
178968,2020-26-03,Pahala,1.0,15001
178969,2020-26-03,Ocean View,1.0,15001
178971,2020-26-03,Mountain View,2.0,15001
178975,2020-26-03,Kapolei,0.0,15003
178979,2020-26-03,Honolulu,0.0,15003
178992,2020-26-03,St. Lukes Meridian,0.0,16001
178995,2020-26-03,Pocatello STP,14.0,16005
179009,2020-26-03,Soda Springs Monsanto,2.0,16029
179030,2020-26-03,Bondville,0.0,17019
179134,2020-26-03,New Albany,1.0,18043
179151,2020-26-03,Gary-IITRI,1.0,18089
179155,2020-26-03,Hammond-141st St,1.0,18089
179167,2020-26-03,Indpls-Harding St,0.0,18097
179173,2020-26-03,Indpls-Washington Park,0.0,18097
179205,2020-26-03,Evansville-Buena Vista,0.0,18163
179210,2020-26-03,Terre Haute-Lafayette Ave,1.0,18167
179224,2020-26-03,"Clinton, Chancy Park",0.0,19045
179235,2020-26-03,PUBLIC HEALTH,0.0,19113
179236,2020-26-03,TAIT CUMMINS,0.0,19113
179240,2020-26-03,"Muscatine, Greenwood",0.0,19139
179242,2020-26-03,"Muscatine, High School East Campus",0.0,19139
179243,2020-26-03,"Muscatine, Musser Park",0.0,19139
179258,2020-26-03,"Davenport, 10th & Vine",0.0,19163
179263,2020-26-03,Lake Sugema,0.0,19177
179272,2020-26-03,Chanute,1.0,20133
179287,2020-26-03,PECK,0.0,20191
179292,2020-26-03,Cedar Bluff,0.0,20195
179297,2020-26-03,WY/KC,1.0,20209
179338,2020-26-03,Cannons Lane,0.0,21111
179348,2020-26-03,Firearms Training,0.0,21111
179415,2020-26-03,Chalmette Vista,0.0,22087
179436,2020-26-03,MICMAC,0.0,23003
179442,2020-26-03,Portland - Deering Oaks,0.0,23005
179450,2020-26-03,Acadia NP - McFarland,0.0,23009
179465,2020-26-03,Moran,0.0,24001
179466,2020-26-03,Horse Rock,1.0,24001
179469,2020-26-03,Riviera Beach,0.0,24003
179476,2020-26-03,Essex,1.0,24005
179489,2020-26-03,Horn Point,0.0,24019
179498,2020-26-03,Piney Run,0.0,24023
179514,2020-26-03,HU-Beltsville,0.0,24033
179529,2020-26-03,Fall River,0.0,25005
179547,2020-26-03,SPRINGFIELDSP,0.0,25013
179550,2020-26-03,WARE,0.0,25015
179557,2020-26-03,BOSTON-KENMORE,0.0,25025
179562,2020-26-03,Boston - Roxbury,0.0,25025
179568,2020-26-03,Worcester,0.0,25027
179590,2020-26-03,LANSING FILLEY ST,1.0,26065
179598,2020-26-03,GRAND RAPIDS,0.0,26081
179613,2020-26-03,MONROE STERLING ST PK,1.0,26115
179620,2020-26-03,WEST OLIVE,1.0,26139
179624,2020-26-03,PORT HURON,0.0,26147
179638,2020-26-03,ALLEN PARK,0.0,26163
179640,2020-26-03,DETROIT - SOUTHWEST ,3.0,26163
179648,2020-26-03,NMH48217,0.0,26163
179651,2020-26-03,DET POLICE 4TH,0.0,26163
179654,2020-26-03,TRINITY ST MARKS,0.0,26163
179656,2020-26-03,MILITARY PARK,1.0,26163
179666,2020-26-03,Blaine,0.0,27003
179687,2020-26-03,Minneapolis-Downtown,0.0,27053
179742,2020-26-03,Jackson NCORE,0.0,28049
179749,2020-26-03,PASCAGOULA,0.0,28059
179783,2020-26-03,Buick NE,4.0,29093
179786,2020-26-03,Troost,1.0,29095
179796,2020-26-03,"Herculaneum, Mott Street",0.0,29099
179802,2020-26-03,MTSP,0.0,29137
179815,2020-26-03,Rider Trail I-70,0.0,29189
179822,2020-26-03,BLAIR STREET,0.0,29510
179874,2020-26-03,Billings Coburn Rd,0.0,30111
179881,2020-26-03,NCORE,0.0,31055
179882,2020-26-03,16th and Whitmore,0.0,31055
179889,2020-26-03,Sheldon Station,0.0,31109
179920,2020-26-03,Jerome Mack,0.0,32003
179983,2020-26-03,Miller State Park,0.0,33011
179984,2020-26-03,Pembroke Exchange St,1.0,33013
179991,2020-26-03,Portsmouth,0.0,33015
179998,2020-26-03,Londonderry - Moose Hill,0.0,33015
180002,2020-26-03,Brigantine,0.0,34001
180010,2020-26-03,Camden Spruce St,0.0,34007
180020,2020-26-03,Newark Firehouse,0.0,34013
180025,2020-26-03,Bayonne,0.0,34017
180027,2020-26-03,Jersey City,0.0,34017
180044,2020-26-03,Chester,0.0,34027
180050,2020-26-03,Elizabeth,0.0,34039
180053,2020-26-03,Elizabeth Trailer,0.0,34039
180058,2020-26-03,Columbia,0.0,34041
180089,2020-26-03,Bloomfield,0.0,35045
180097,2020-26-03,Substation,0.0,35045
180188,2020-26-03,BAYVIEW,0.0,37013
180189,2020-26-03,Southport DRR,2.0,37019
180193,2020-26-03,Skyland DRR,0.0,37021
180196,2020-26-03,LENOIR,0.0,37027
180214,2020-26-03,Durham Armory,0.0,37063
180226,2020-26-03,HATTIEAVEN,0.0,37067
180242,2020-26-03,Canton DRR,0.0,37087
180257,2020-26-03,JAMESVIL,0.0,37117
180274,2020-26-03,Semora DRR,0.0,37145
180292,2020-26-03,Millbrook NCore,0.0,37183
180303,2020-26-03,Lostwood NWR,1.0,38013
180308,2020-26-03,Bismarck Residential,0.0,38015
180313,2020-26-03,Fargo NW,0.0,38017
180318,2020-26-03,TRNP-NU,0.0,38053
180322,2020-26-03,Beulah North,3.0,38057
180327,2020-26-03,Hannover,0.0,38065
180332,2020-26-03,RYDER,0.0,38101
180334,2020-26-03,West Union,0.0,39001
180338,2020-26-03,Lima,0.0,39003
180341,2020-26-03,Conneaut,0.0,39007
180342,2020-26-03,Shadyside PSD,0.0,39013
180345,2020-26-03,Amanda  Elementary,0.0,39017
180346,2020-26-03,Yankee Road,1.0,39017
180347,2020-26-03,Made,3.0,39017
180356,2020-26-03,Mud Run,0.0,39023
180363,2020-26-03,East Liverpool,1.0,39029
180366,2020-26-03,St Theodosius,0.0,39035
180367,2020-26-03,Fire Station 13,0.0,39035
180374,2020-26-03,G.T.Craig,0.0,39035
180377,2020-26-03,Harvard Yards,1.0,39035
180388,2020-26-03,Columbus - Fairgrounds,0.0,39049
180393,2020-26-03,Cheshire,1.0,39053
180404,2020-26-03,Colerain,2.0,39061
180410,2020-26-03,Taft,0.0,39061
180416,2020-26-03,Steubenville,0.0,39081
180421,2020-26-03,Eastlake,0.0,39085
180425,2020-26-03,Painesville - JFS,0.0,39085
180431,2020-26-03,Ironton - ODOT,0.0,39087
180438,2020-26-03,Collins Park,0.0,39095
180450,2020-26-03,Youngstown - Oakhill,2.0,39099
180460,2020-26-03,Hackney,0.0,39115
180477,2020-26-03,East High School,0.0,39153
180480,2020-26-03,Akron NIFH/STEM,1.0,39153
180497,2020-26-03,STILWELL CASTNET & NCORE,1.0,40001
180518,2020-26-03,Kremlin,1.0,40047
180525,2020-26-03,Pryor,2.0,40097
180528,2020-26-03,Ft. Gibson,0.0,40101
180539,2020-26-03,North OKC,0.0,40109
180553,2020-26-03,Tulsa 0175,0.0,40143
180556,2020-26-03,Tulsa 0179,0.0,40143
180557,2020-26-03,Tulsa 0235,0.0,40143
180562,2020-26-03,Tulsa,0.0,40143
180598,2020-26-03,Portland - SE Lafayette,0.0,41051
180718,2020-26-03,NEW,0.0,42101
180720,2020-26-03,RIT,0.0,42101
180763,2020-26-03,Jenkins Avenue,0.0,45019
180767,2020-26-03,Cape Romain,0.0,45019
180780,2020-26-03,Greenville-ESC,0.0,45045
180786,2020-26-03,Irmo,0.0,45063
180790,2020-26-03,Parklane,0.0,45079
180799,2020-26-03,York Landfill,0.0,45091
180879,2020-26-03,Eastman Ross N Robinson,1.0,47163
180880,2020-26-03,Skyland Drive,0.0,47163
181077,2020-26-03,RUTLAND,0.0,50021
181088,2020-26-03,SHIRLEY PLANTATION,0.0,51036
181094,2020-26-03,FRANCONIA,0.0,51059
181108,2020-26-03,MATH & SCIENCE CTR,0.0,51087
181122,2020-26-03,EAST VINTON ELEMENTARY SCHOOL,0.0,51161
181127,2020-26-03,Rockingham,0.0,51165
181136,2020-26-03,HAMPTON,0.0,51650
181138,2020-26-03,NORFOLK - NOAA,0.0,51710
181154,2020-26-03,Cheeka Peak,0.0,53009
181177,2020-26-03,Seattle-Beacon Hill,0.0,53033
181194,2020-26-03,Anacortes-202 Ave (SO-AQS),0.0,53057
181235,2020-26-03,Bean,0.0,54057
181248,2020-26-03,GREEN BAY E HIGH,0.0,55009
181256,2020-26-03,MADISON EAST,0.0,55025
181262,2020-26-03,Horicon Wildlife Area,0.0,55027
181274,2020-26-03,POTAWATOMI ,0.0,55041
181297,2020-26-03,MILWAUKEE SER DNR,0.0,55079
181301,2020-26-03,RHINELANDER,1.0,55085
181338,2020-26-03,Sinclair In-Town,0.0,56007
181354,2020-26-03,Cheyenne NCore,0.0,56021
181384,2020-26-03,Moxa Arch,0.0,56037
181411,2020-26-03,Long Beach Signal Hill,0.0,84006
181425,2020-26-03,KS Hawaii,0.0,84015
181434,2020-26-03,East Chicago - Marina,2.0,84018
181447,2020-26-03,Reno4,0.0,84032
181453,2020-26-03,Lake Ilo,0.0,84038
181473,2020-26-03,Andrew Johnson Elem.,1.0,84047
181474,2020-26-03,Happy Hill,0.0,84047
181487,2020-26-03,Kaukauna,0.0,84055
181494,2020-26-03,Laramie County Mobile,0.0,84056
181499,2020-26-03,James Town Mobile,0.0,84056
181500,2020-26-03,Seedskadee,0.0,84056
181566,2020-27-03,NCore,1.0,02090
181582,2020-27-03,Miami Jones Ranch,0.0,04007
181583,2020-27-03,Miami Town Site,0.0,04007
181585,2020-27-03,Hayden,1.0,04007
181613,2020-27-03,Phoenix JLG Supersite,0.0,04013
181687,2020-27-03,Oakland West,0.0,06001
181720,2020-27-03,Concord,0.0,06013
181721,2020-27-03,Richmond - 7th St,2.0,06013
181725,2020-27-03,Bethel Island,0.0,06013
181730,2020-27-03,San Pablo - Rumrill,0.0,06013
181745,2020-27-03,Fresno - Garland,0.0,06019
181767,2020-27-03,Calexico - Ethel Street,0.0,06025
181783,2020-27-03,NCore - White Mountain Research Station - OVL,0.0,06027
181829,2020-27-03,Los Angeles - N. Main Street,0.0,06037
181850,2020-27-03,LAX-Hastings,0.0,06037
181956,2020-27-03,Riverside - Rubidoux,0.0,06065
181975,2020-27-03,Arden Arcade - Del Paso Manor,0.0,06067
182018,2020-27-03,Fontana - Arrow Highway,0.0,06071
182061,2020-27-03,Mesa 2 /Nipomo,0.0,06079
182149,2020-27-03,Vallejo,0.0,06095
182215,2020-27-03,Welby - 78th Ave. & Steele St.,0.0,08001
182222,2020-27-03,7004,0.0,08007
182229,2020-27-03,Denver - CAMP - 2105 Broadway,0.0,08031
182235,2020-27-03,La Casa NCORE - 4545 Navajo St.,0.0,08031
182245,2020-27-03,Colorado Springs - Highway 24,0.0,08041
182288,2020-27-03,Bridgeport,0.0,09001
182311,2020-27-03,Cornwall,0.0,09005
182319,2020-27-03,New Haven - Criscuolo Park,0.0,09009
182337,2020-27-03,LUMS 2,0.0,10003
182339,2020-27-03,Rte 9 Del. City,0.0,10003
182344,2020-27-03,BELLFNT2,0.0,10003
182349,2020-27-03,MLK,0.0,10003
182362,2020-27-03,McMillan NCORE,0.0,11001
182383,2020-27-03,NCORE,0.0,12011
182392,2020-27-03,Crystal River Preserve,2.0,12017
182398,2020-27-03,Kooker Park,0.0,12031
182402,2020-27-03,Cedar Bay,0.0,12031
182424,2020-27-03,EAST BAY,0.0,12057
182426,2020-27-03,APOLLO BEACH,0.0,12057
182431,2020-27-03,DAVIS ISLAND,0.0,12057
182455,2020-27-03,Port Manatee,0.0,12081
182478,2020-27-03,FBHWWTP,0.0,12089
182485,2020-27-03,Winter Park,0.0,12095
182507,2020-27-03,Sikes Elementary School,0.0,12105
182541,2020-27-03,Macon Forestry,0.0,13021
182544,2020-27-03,Savannah East President,0.0,13051
182547,2020-27-03,Savannah L&A,0.0,13051
182563,2020-27-03,South DeKalb,0.0,13089
182568,2020-27-03,Rome-Kraftsman,0.0,13115
182572,2020-27-03,United Ave,0.0,13121
182598,2020-27-03,Augusta,0.0,13245
182605,2020-27-03,Hawaii Volcanoes NP - Visitor's Center,0.0,15001
182607,2020-27-03,Hilo,2.0,15001
182609,2020-27-03,Kona,0.0,15001
182611,2020-27-03,Pahala,1.0,15001
182612,2020-27-03,Ocean View,1.0,15001
182614,2020-27-03,Mountain View,2.0,15001
182618,2020-27-03,Kapolei,0.0,15003
182622,2020-27-03,Honolulu,0.0,15003
182635,2020-27-03,St. Lukes Meridian,0.0,16001
182638,2020-27-03,Pocatello STP,10.0,16005
182653,2020-27-03,Soda Springs Monsanto,2.0,16029
182674,2020-27-03,Bondville,0.0,17019
182777,2020-27-03,New Albany,1.0,18043
182794,2020-27-03,Gary-IITRI,0.0,18089
182798,2020-27-03,Hammond-141st St,2.0,18089
182810,2020-27-03,Indpls-Harding St,0.0,18097
182816,2020-27-03,Indpls-Washington Park,0.0,18097
182848,2020-27-03,Evansville-Buena Vista,0.0,18163
182853,2020-27-03,Terre Haute-Lafayette Ave,1.0,18167
182867,2020-27-03,"Clinton, Chancy Park",0.0,19045
182878,2020-27-03,PUBLIC HEALTH,0.0,19113
182879,2020-27-03,TAIT CUMMINS,0.0,19113
182883,2020-27-03,"Muscatine, Greenwood",0.0,19139
182885,2020-27-03,"Muscatine, High School East Campus",0.0,19139
182886,2020-27-03,"Muscatine, Musser Park",0.0,19139
182901,2020-27-03,"Davenport, 10th & Vine",0.0,19163
182906,2020-27-03,Lake Sugema,0.0,19177
182915,2020-27-03,Chanute,1.0,20133
182934,2020-27-03,Cedar Bluff,0.0,20195
182939,2020-27-03,WY/KC,0.0,20209
182979,2020-27-03,Cannons Lane,0.0,21111
182989,2020-27-03,Firearms Training,0.0,21111
183056,2020-27-03,Chalmette Vista,0.0,22087
183078,2020-27-03,MICMAC,0.0,23003
183084,2020-27-03,Portland - Deering Oaks,0.0,23005
183092,2020-27-03,Acadia NP - McFarland,0.0,23009
183107,2020-27-03,Moran,0.0,24001
183108,2020-27-03,Horse Rock,1.0,24001
183111,2020-27-03,Riviera Beach,1.0,24003
183118,2020-27-03,Essex,0.0,24005
183131,2020-27-03,Horn Point,0.0,24019
183140,2020-27-03,Piney Run,0.0,24023
183156,2020-27-03,HU-Beltsville,0.0,24033
183171,2020-27-03,Fall River,0.0,25005
183189,2020-27-03,SPRINGFIELDSP,0.0,25013
183192,2020-27-03,WARE,0.0,25015
183200,2020-27-03,BOSTON-KENMORE,0.0,25025
183205,2020-27-03,Boston - Roxbury,0.0,25025
183212,2020-27-03,Worcester,0.0,25027
183234,2020-27-03,LANSING FILLEY ST,1.0,26065
183242,2020-27-03,GRAND RAPIDS,0.0,26081
183257,2020-27-03,MONROE STERLING ST PK,1.0,26115
183264,2020-27-03,WEST OLIVE,0.0,26139
183268,2020-27-03,PORT HURON,2.0,26147
183282,2020-27-03,ALLEN PARK,1.0,26163
183284,2020-27-03,DETROIT - SOUTHWEST ,1.0,26163
183292,2020-27-03,NMH48217,3.0,26163
183295,2020-27-03,DET POLICE 4TH,0.0,26163
183298,2020-27-03,TRINITY ST MARKS,0.0,26163
183300,2020-27-03,MILITARY PARK,0.0,26163
183310,2020-27-03,Blaine,0.0,27003
183331,2020-27-03,Minneapolis-Downtown,1.0,27053
183386,2020-27-03,Jackson NCORE,0.0,28049
183393,2020-27-03,PASCAGOULA,0.0,28059
183427,2020-27-03,Buick NE,1.0,29093
183430,2020-27-03,Troost,1.0,29095
183440,2020-27-03,"Herculaneum, Mott Street",0.0,29099
183446,2020-27-03,MTSP,0.0,29137
183459,2020-27-03,Rider Trail I-70,0.0,29189
183466,2020-27-03,BLAIR STREET,0.0,29510
183518,2020-27-03,Billings Coburn Rd,0.0,30111
183525,2020-27-03,NCORE,0.0,31055
183526,2020-27-03,16th and Whitmore,0.0,31055
183533,2020-27-03,Sheldon Station,0.0,31109
183564,2020-27-03,Jerome Mack,0.0,32003
183630,2020-27-03,Miller State Park,0.0,33011
183631,2020-27-03,Pembroke Exchange St,1.0,33013
183638,2020-27-03,Portsmouth,0.0,33015
183645,2020-27-03,Londonderry - Moose Hill,0.0,33015
183649,2020-27-03,Brigantine,0.0,34001
183657,2020-27-03,Camden Spruce St,0.0,34007
183667,2020-27-03,Newark Firehouse,0.0,34013
183672,2020-27-03,Bayonne,0.0,34017
183674,2020-27-03,Jersey City,0.0,34017
183691,2020-27-03,Chester,0.0,34027
183697,2020-27-03,Elizabeth,0.0,34039
183700,2020-27-03,Elizabeth Trailer,0.0,34039
183704,2020-27-03,Columbia,0.0,34041
183725,2020-27-03,Bloomfield,0.0,35045
183731,2020-27-03,Substation,0.0,35045
183818,2020-27-03,BAYVIEW,0.0,37013
183819,2020-27-03,Southport DRR,0.0,37019
183823,2020-27-03,Skyland DRR,0.0,37021
183826,2020-27-03,LENOIR,0.0,37027
183844,2020-27-03,Durham Armory,0.0,37063
183856,2020-27-03,HATTIEAVEN,0.0,37067
183872,2020-27-03,Canton DRR,0.0,37087
183887,2020-27-03,JAMESVIL,0.0,37117
183903,2020-27-03,Semora DRR,0.0,37145
183921,2020-27-03,Millbrook NCore,0.0,37183
183931,2020-27-03,Lostwood NWR,2.0,38013
183936,2020-27-03,Bismarck Residential,0.0,38015
183941,2020-27-03,Fargo NW,0.0,38017
183946,2020-27-03,TRNP-NU,0.0,38053
183950,2020-27-03,Beulah North,1.0,38057
183955,2020-27-03,Hannover,2.0,38065
183960,2020-27-03,RYDER,0.0,38101
183962,2020-27-03,West Union,0.0,39001
183966,2020-27-03,Lima,0.0,39003
183969,2020-27-03,Conneaut,0.0,39007
183970,2020-27-03,Shadyside PSD,0.0,39013
183973,2020-27-03,Amanda  Elementary,2.0,39017
183974,2020-27-03,Yankee Road,0.0,39017
183975,2020-27-03,Made,2.0,39017
183984,2020-27-03,Mud Run,0.0,39023
183991,2020-27-03,East Liverpool,1.0,39029
183994,2020-27-03,St Theodosius,0.0,39035
183995,2020-27-03,Fire Station 13,1.0,39035
184002,2020-27-03,G.T.Craig,0.0,39035
184005,2020-27-03,Harvard Yards,1.0,39035
184017,2020-27-03,Columbus - Fairgrounds,0.0,39049
184022,2020-27-03,Cheshire,1.0,39053
184033,2020-27-03,Colerain,0.0,39061
184039,2020-27-03,Taft,0.0,39061
184045,2020-27-03,Steubenville,0.0,39081
184050,2020-27-03,Eastlake,0.0,39085
184054,2020-27-03,Painesville - JFS,0.0,39085
184060,2020-27-03,Ironton - ODOT,0.0,39087
184067,2020-27-03,Collins Park,0.0,39095
184079,2020-27-03,Youngstown - Oakhill,2.0,39099
184089,2020-27-03,Hackney,0.0,39115
184105,2020-27-03,East High School,0.0,39153
184108,2020-27-03,Akron NIFH/STEM,1.0,39153
184125,2020-27-03,STILWELL CASTNET & NCORE,0.0,40001
184146,2020-27-03,Kremlin,0.0,40047
184153,2020-27-03,Pryor,3.0,40097
184156,2020-27-03,Ft. Gibson,0.0,40101
184167,2020-27-03,North OKC,0.0,40109
184181,2020-27-03,Tulsa 0175,0.0,40143
184184,2020-27-03,Tulsa 0179,0.0,40143
184185,2020-27-03,Tulsa 0235,0.0,40143
184190,2020-27-03,Tulsa,0.0,40143
184226,2020-27-03,Portland - SE Lafayette,0.0,41051
184349,2020-27-03,NEW,0.0,42101
184350,2020-27-03,RIT,0.0,42101
184394,2020-27-03,Jenkins Avenue,0.0,45019
184398,2020-27-03,Cape Romain,0.0,45019
184411,2020-27-03,Greenville-ESC,0.0,45045
184417,2020-27-03,Irmo,0.0,45063
184421,2020-27-03,Parklane,0.0,45079
184431,2020-27-03,York Landfill,0.0,45091
184510,2020-27-03,Eastman Ross N Robinson,3.0,47163
184511,2020-27-03,Skyland Drive,0.0,47163
184703,2020-27-03,Underhill,0.0,50007
184710,2020-27-03,RUTLAND,0.0,50021
184721,2020-27-03,SHIRLEY PLANTATION,0.0,51036
184727,2020-27-03,FRANCONIA,0.0,51059
184741,2020-27-03,MATH & SCIENCE CTR,0.0,51087
184755,2020-27-03,EAST VINTON ELEMENTARY SCHOOL,0.0,51161
184760,2020-27-03,Rockingham,0.0,51165
184769,2020-27-03,HAMPTON,0.0,51650
184771,2020-27-03,NORFOLK - NOAA,0.0,51710
184787,2020-27-03,Cheeka Peak,0.0,53009
184810,2020-27-03,Seattle-Beacon Hill,0.0,53033
184827,2020-27-03,Anacortes-202 Ave (SO-AQS),0.0,53057
184868,2020-27-03,Bean,0.0,54057
184881,2020-27-03,GREEN BAY E HIGH,0.0,55009
184889,2020-27-03,MADISON EAST,0.0,55025
184895,2020-27-03,Horicon Wildlife Area,0.0,55027
184907,2020-27-03,POTAWATOMI ,0.0,55041
184930,2020-27-03,MILWAUKEE SER DNR,0.0,55079
184936,2020-27-03,RHINELANDER,0.0,55085
184973,2020-27-03,Sinclair In-Town,0.0,56007
184989,2020-27-03,Cheyenne NCore,0.0,56021
185019,2020-27-03,Moxa Arch,0.0,56037
185048,2020-27-03,Long Beach Signal Hill,0.0,84006
185062,2020-27-03,KS Hawaii,0.0,84015
185071,2020-27-03,East Chicago - Marina,2.0,84018
185084,2020-27-03,Reno4,0.0,84032
185090,2020-27-03,Lake Ilo,0.0,84038
185110,2020-27-03,Andrew Johnson Elem.,3.0,84047
185111,2020-27-03,Happy Hill,0.0,84047
185124,2020-27-03,Kaukauna,0.0,84055
185131,2020-27-03,Laramie County Mobile,0.0,84056
185136,2020-27-03,James Town Mobile,0.0,84056
185137,2020-27-03,Seedskadee,0.0,84056
185205,2020-28-03,NCore,0.0,02090
185222,2020-28-03,Miami Jones Ranch,2.0,04007
185223,2020-28-03,Miami Town Site,2.0,04007
185225,2020-28-03,Hayden,1.0,04007
185253,2020-28-03,Phoenix JLG Supersite,0.0,04013
185327,2020-28-03,Oakland West,0.0,06001
185360,2020-28-03,Concord,0.0,06013
185361,2020-28-03,Richmond - 7th St,1.0,06013
185365,2020-28-03,Bethel Island,0.0,06013
185370,2020-28-03,San Pablo - Rumrill,0.0,06013
185385,2020-28-03,Fresno - Garland,0.0,06019
185406,2020-28-03,Calexico - Ethel Street,0.0,06025
185422,2020-28-03,NCore - White Mountain Research Station - OVL,0.0,06027
185468,2020-28-03,Los Angeles - N. Main Street,0.0,06037
185489,2020-28-03,LAX-Hastings,0.0,06037
185595,2020-28-03,Riverside - Rubidoux,0.0,06065
185614,2020-28-03,Arden Arcade - Del Paso Manor,0.0,06067
185658,2020-28-03,Fontana - Arrow Highway,0.0,06071
185704,2020-28-03,Mesa 2 /Nipomo,0.0,06079
185793,2020-28-03,Vallejo,0.0,06095
185859,2020-28-03,Welby - 78th Ave. & Steele St.,0.0,08001
185866,2020-28-03,7004,0.0,08007
185873,2020-28-03,Denver - CAMP - 2105 Broadway,0.0,08031
185879,2020-28-03,La Casa NCORE - 4545 Navajo St.,0.0,08031
185889,2020-28-03,Colorado Springs - Highway 24,0.0,08041
185929,2020-28-03,Bridgeport,0.0,09001
185952,2020-28-03,Cornwall,0.0,09005
185960,2020-28-03,New Haven - Criscuolo Park,0.0,09009
185978,2020-28-03,LUMS 2,0.0,10003
185980,2020-28-03,Rte 9 Del. City,0.0,10003
185985,2020-28-03,BELLFNT2,0.0,10003
185990,2020-28-03,MLK,0.0,10003
186003,2020-28-03,McMillan NCORE,0.0,11001
186025,2020-28-03,NCORE,0.0,12011
186034,2020-28-03,Crystal River Preserve,3.0,12017
186040,2020-28-03,Kooker Park,0.0,12031
186044,2020-28-03,Cedar Bay,0.0,12031
186066,2020-28-03,EAST BAY,0.0,12057
186068,2020-28-03,APOLLO BEACH,0.0,12057
186073,2020-28-03,DAVIS ISLAND,1.0,12057
186097,2020-28-03,Port Manatee,0.0,12081
186120,2020-28-03,FBHWWTP,0.0,12089
186127,2020-28-03,Winter Park,0.0,12095
186149,2020-28-03,Sikes Elementary School,0.0,12105
186183,2020-28-03,Macon Forestry,0.0,13021
186186,2020-28-03,Savannah East President,0.0,13051
186189,2020-28-03,Savannah L&A,0.0,13051
186205,2020-28-03,South DeKalb,0.0,13089
186210,2020-28-03,Rome-Kraftsman,0.0,13115
186214,2020-28-03,United Ave,0.0,13121
186240,2020-28-03,Augusta,0.0,13245
186247,2020-28-03,Hawaii Volcanoes NP - Visitor's Center,0.0,15001
186249,2020-28-03,Hilo,2.0,15001
186251,2020-28-03,Kona,0.0,15001
186253,2020-28-03,Pahala,1.0,15001
186254,2020-28-03,Ocean View,1.0,15001
186256,2020-28-03,Mountain View,2.0,15001
186260,2020-28-03,Kapolei,0.0,15003
186264,2020-28-03,Honolulu,0.0,15003
186277,2020-28-03,St. Lukes Meridian,0.0,16001
186280,2020-28-03,Pocatello STP,8.0,16005
186295,2020-28-03,Soda Springs Monsanto,2.0,16029
186316,2020-28-03,Bondville,0.0,17019
186418,2020-28-03,New Albany,1.0,18043
186435,2020-28-03,Gary-IITRI,1.0,18089
186439,2020-28-03,Hammond-141st St,1.0,18089
186451,2020-28-03,Indpls-Harding St,0.0,18097
