,date,sitename,value,aqi_value,aqi_category,fips
49865,2020-17-02,Seiling,14.0,14,0,40043
49870,2020-17-02,Ponca City,16.0,16,0,40071
49878,2020-17-02,Near Road OKC,20.0,19,0,40109
49883,2020-17-02,North OKC,21.0,19,0,40109
49893,2020-17-02,Glenpool,20.0,19,0,40143
50051,2020-17-02,NEW,23.0,22,0,42101
50095,2020-17-02,Jenkins Avenue,9.0,9,0,45019
50111,2020-17-02,Greenville-ESC,14.0,14,0,45045
50120,2020-17-02,Cayce City Hall,11.0,11,0,45063
50137,2020-17-02,Research Farm,9.0,8,0,46011
50139,2020-17-02,Watertown,11.0,11,0,46029
50143,2020-17-02,WIND CAVE,4.0,4,0,46033
50148,2020-17-02,Badlands,4.0,4,0,46071
50152,2020-17-02,Black Hawk,2.0,3,0,46093
50155,2020-17-02,Sioux Falls,11.0,11,0,46099
50157,2020-17-02,Credit Union,23.0,21,0,46103
50161,2020-17-02,UC1,12.0,12,0,46127
50238,2020-17-02,El Paso UTEP C12,16.0,16,0,48141
50248,2020-17-02,Socorro Hueco C49,44.0,41,0,48141
50431,2020-17-02,Kennewick-Metaline,3.0,4,0,53005
50487,2020-17-02,Cheney-Turnbull (SO),1.0,2,0,53063
50488,2020-17-02,Spokane-Augusta Ave,23.0,21,0,53063
50494,2020-17-02,Colville-E 1st St,51.0,48,0,53065
50498,2020-17-02,Burbank-Maple Street,9.0,8,0,53071
50507,2020-17-02,Yakima-4th Ave,12.0,11,0,53077
50534,2020-17-02,Horicon Wildlife Area,10.0,9,0,55027
50537,2020-17-02,Eau Claire,16.0,16,0,55035
50553,2020-17-02,MILWAUKEE SER DNR,11.0,11,0,55079
50557,2020-17-02,MILWAUKEE COLLEGE AVE.-NR,12.0,12,0,55079
50562,2020-17-02,Devils Lake,13.0,13,0,55111
50568,2020-17-02,WAUKESHA - CLEVELAND AVE,16.0,16,0,55133
50580,2020-17-02,Converse County Long-Term,3.0,4,0,56009
50586,2020-17-02,Johnson County,2.0,3,0,56019
50590,2020-17-02,Cheyenne NCore,3.0,4,0,56021
50596,2020-17-02,Sheridan PD,5.0,5,0,56033
50601,2020-17-02,Boulder,3.0,3,0,56035
50604,2020-17-02,Daniel South,5.0,6,0,56035
50618,2020-17-02,Wamsutter,5.0,5,0,56037
50621,2020-17-02,Moxa Arch,1.0,2,0,56037
50629,2020-17-02,Murphy Ridge,5.0,6,0,56041
50637,2020-17-02,Laurel,1.0,2,0,84002
50643,2020-17-02,Olancha,11.0,10,0,84006
50660,2020-17-02,Paonia,7.0,7,0,84008
50682,2020-17-02,Lake Ilo,4.0,4,0,84038
50693,2020-17-02,Aberdeen,16.0,15,0,84046
50710,2020-17-02,Madison University Ave,18.0,17,0,84055
50715,2020-17-02,Laramie County Mobile,14.0,14,0,84056
50720,2020-17-02,James Town Mobile,7.0,7,0,84056
50728,2020-17-02,Indio-29 Palms,39.0,37,0,840TT
50748,2020-17-02,Santa Rosa Rancheria,27.0,26,0,TT542
50753,2020-18-02,NO. BHAM,8.0,8,0,01073
50755,2020-18-02,WYLAM,8.0,8,0,01073
50758,2020-18-02,Shuttlesworth,8.0,8,0,01073
50761,2020-18-02,Garden,1.0,2,0,02020
50763,2020-18-02,Parkgate (Eagle River),0.0,0,0,02020
50764,2020-18-02,Bethel,5.0,5,0,02050
50771,2020-18-02,NCore,24.0,22,0,02090
50776,2020-18-02,Paul Spur Chemical Lime Plant,6.0,6,0,04003
50777,2020-18-02,Douglas Red Cross,30.0,29,0,04003
50784,2020-18-02,Payson Well Site,32.0,30,0,04007
50789,2020-18-02,Hayden,12.0,12,0,04007
50791,2020-18-02,Miami Golf Course,20.0,19,0,04007
50794,2020-18-02,Alamo Lake,13.0,12,0,04012
50796,2020-18-02,StJohns,23.0,21,0,04013
50799,2020-18-02,Senior Center,20.0,19,0,04013
50804,2020-18-02,LEHI,20.0,19,0,04013
50807,2020-18-02,High School,35.0,33,0,04013
50811,2020-18-02,Phoenix JLG Supersite,38.0,36,0,04013
50814,2020-18-02,Bullhead City,18.0,17,0,04015
50817,2020-18-02,Ajo,14.0,14,0,04019
50818,2020-18-02,Orange Grove,26.0,25,0,04019
50820,2020-18-02,Rillito,37.0,34,0,04019
50823,2020-18-02,South Tucson,26.0,25,0,04019
50835,2020-18-02,Green Valley,8.0,7,0,04019
50841,2020-18-02,Geronimo,30.0,28,0,04019
50843,2020-18-02,Sacaton,24.0,22,0,04021
50844,2020-18-02,CasaBlanca,41.0,38,0,04021
50847,2020-18-02,Nogales Post Office,58.0,52,1,04023
50853,2020-18-02,Yuma Supersite,42.0,40,0,04027
50901,2020-18-02,Chico -  East,24.0,22,0,06007
50907,2020-18-02,San Andreas,15.0,14,0,06009
50911,2020-18-02,Colusa - Sunrise Blvd.,19.0,18,0,06011
50932,2020-18-02,South Lake Tahoe - Sandy Way,22.0,21,0,06017
50938,2020-18-02,Fresno - Garland,43.0,41,0,06019
50952,2020-18-02,Willows-Colusa,13.0,12,0,06021
50956,2020-18-02,Jacobs,23.0,21,0,06023
50960,2020-18-02,Calexico - Ethel Street,74.0,61,1,06025
50963,2020-18-02,Brawley - 220 Main Street,38.0,36,0,06025
50966,2020-18-02,El Centro - 9th Street,44.0,42,0,06025
50969,2020-18-02,Westmorland - 570 Cook St,27.0,25,0,06025
50972,2020-18-02,Niland - English Road,23.0,21,0,06025
50976,2020-18-02,NCore - White Mountain Research Station - OVL,37.0,35,0,06027
50979,2020-18-02,Lone Pine,22.0,21,0,06027
50980,2020-18-02,Dirty Socks,17.0,17,0,06027
50981,2020-18-02,Shell Cut,29.0,27,0,06027
50982,2020-18-02,Bill Stanley,9.0,9,0,06027
50983,2020-18-02,Lizard Tail,15.0,14,0,06027
50984,2020-18-02,North Beach,15.0,14,0,06027
50985,2020-18-02,Mill Site,16.0,16,0,06027
50988,2020-18-02,Coso Junction,18.0,18,0,06027
50989,2020-18-02,Keeler,16.0,15,0,06027
50997,2020-18-02,Mojave - 923 Poole St.,25.0,24,0,06029
51004,2020-18-02,Oildale - 3311 Manor Street,45.0,43,0,06029
51019,2020-18-02,Glendora - Laurel,37.0,34,0,06037
51027,2020-18-02,Los Angeles - N. Main Street,44.0,42,0,06037
51056,2020-18-02,Lancaster-Division,28.0,27,0,06037
51061,2020-18-02,Madera-City,33.0,31,0,06039
51069,2020-18-02,Yosemite Village - Visitor Center,13.0,12,0,06043
51074,2020-18-02,Fort Bragg High School,17.0,16,0,06045
51079,2020-18-02,Mammoth Lakes,19.0,18,0,06051
51081,2020-18-02,Mono Shore,38.0,36,0,06051
51087,2020-18-02,King City AMS,12.0,12,0,06053
51102,2020-18-02,Anaheim,31.0,29,0,06059
51120,2020-18-02,Roseville - N.Sunrise/Douglas,15.0,15,0,06061
51140,2020-18-02,Indio - Jackson Street,32.0,30,0,06065
51142,2020-18-02,Saul Martinez,31.0,29,0,06065
51146,2020-18-02,Palm Springs - Fire Station,16.0,15,0,06065
51152,2020-18-02,Riverside - Rubidoux,63.0,55,1,06065
51158,2020-18-02,Mira Loma - Van Buren,67.0,57,1,06065
51163,2020-18-02,Lake Elsinore - W. Flint Street,21.0,20,0,06065
51176,2020-18-02,Downtown Sacramento - T Street,20.0,19,0,06067
51187,2020-18-02,Hollister AMS,17.0,16,0,06069
51192,2020-18-02,Barstow,29.0,27,0,06071
51198,2020-18-02,Lucerne Valley,24.0,23,0,06071
51206,2020-18-02,Upland,46.0,44,0,06071
51210,2020-18-02,Trona - Athol and Telegraph,28.0,27,0,06071
51217,2020-18-02,Hesperia - Olive Street,42.0,39,0,06071
51225,2020-18-02,San Bernadino - 4th Street,46.0,44,0,06071
51247,2020-18-02,Manteca,23.0,22,0,06077
51250,2020-18-02,TracyAP,23.0,22,0,06077
51254,2020-18-02,Paso Robles - Santa Fe Ave,18.0,17,0,06079
51255,2020-18-02,Mesa 2 /Nipomo,25.0,24,0,06079
51260,2020-18-02,San Luis Obispo - Higuera St,20.0,19,0,06079
51262,2020-18-02,Nipomo Mesa CDF,29.0,27,0,06079
51268,2020-18-02,Nipomo RP,22.0,20,0,06079
51271,2020-18-02,Atascadero2,15.0,15,0,06079
51287,2020-18-02,Santa Maria - Broadway,26.0,25,0,06083
51297,2020-18-02,Las Flores Canyon,16.0,15,0,06083
51300,2020-18-02,Lompoc H Street,23.0,21,0,06083
51304,2020-18-02,Goleta,28.0,26,0,06083
51358,2020-18-02,Modesto - 14th Street,18.0,17,0,06099
51365,2020-18-02,Yuba City,26.0,24,0,06101
51376,2020-18-02,Visalia - N. Church Street,44.0,41,0,06107
51393,2020-18-02,Simi Valley - Cochran Street,24.0,23,0,06111
51397,2020-18-02,El Rio - Rio Mesa School #2,25.0,24,0,06111
51409,2020-18-02,Welby - 78th Ave. & Steele St.,14.0,13,0,08001
51422,2020-18-02,Denver - CAMP - 2105 Broadway,13.0,13,0,08031
51428,2020-18-02,La Casa NCORE - 4545 Navajo St.,13.0,12,0,08031
51458,2020-18-02,Ute 3,17.0,17,0,08067
51461,2020-18-02,Ft. Collins - CSU Facilities,5.0,6,0,08069
51484,2020-18-02,Danbury,17.0,17,0,09001
51487,2020-18-02,Hartford-Huntley,17.0,17,0,09003
51490,2020-18-02,East Hartford,16.0,15,0,09003
51495,2020-18-02,Cornwall,7.0,6,0,09005
51501,2020-18-02,New Haven - Criscuolo Park,15.0,14,0,09009
51505,2020-18-02,Groton Fort Griswold,13.0,12,0,09011
51533,2020-18-02,McMillan NCORE,21.0,20,0,11001
51546,2020-18-02,Melbourne,14.0,13,0,12009
51571,2020-18-02,Kooker Park,16.0,16,0,12031
51578,2020-18-02,Mandarin,17.0,16,0,12031
51598,2020-18-02,GARDINIER,28.0,27,0,12057
51605,2020-18-02,DAVIS ISLAND,25.0,24,0,12057
51620,2020-18-02,Winkler Pump Station,17.0,16,0,12071
51680,2020-18-02,Fl. Baptist Children's Home,19.0,19,0,12105
51682,2020-18-02,Palatka,15.0,15,0,12107
51693,2020-18-02,Paw Park,19.0,18,0,12115
51699,2020-18-02,Seminole Community College (AG COMP),11.0,11,0,12117
51705,2020-18-02,Macon Forestry,9.0,8,0,13021
51709,2020-18-02,Savannah L&A,26.0,24,0,13051
51712,2020-18-02,Athens,11.0,10,0,13059
51717,2020-18-02,South DeKalb,9.0,8,0,13089
51727,2020-18-02,Gwinnett Tech,9.0,8,0,13135
51729,2020-18-02,Warner Robins,12.0,11,0,13153
51735,2020-18-02,Augusta,9.0,9,0,13245
51738,2020-18-02,Rossville,7.0,7,0,13295
51752,2020-18-02,Kapolei,14.0,13,0,15003
51756,2020-18-02,Honolulu,10.0,10,0,15003
51762,2020-18-02,Pearl City,11.0,10,0,15003
51763,2020-18-02,Boise Fire Station,21.0,20,0,16001
51771,2020-18-02,Pocatello Garrett and Gould,8.0,7,0,16005
51778,2020-18-02,Sandpoint U of I,15.0,14,0,16017
51783,2020-18-02,Nampa Fire Station,18.0,18,0,16027
51793,2020-18-02,Pinehurst,14.0,14,0,16079
51874,2020-18-02,Gary-IITRI,29.0,28,0,18089
51896,2020-18-02,Indpls-Washington Park,17.0,16,0,18097
51907,2020-18-02,Portage-Hwy 12,15.0,15,0,18127
51959,2020-18-02,Buffalo,24.0,23,0,19163
51969,2020-18-02,Chanute,13.0,13,0,20133
51973,2020-18-02,WHlthDpt,9.0,9,0,20173
51979,2020-18-02,KNI-Topeka,12.0,12,0,20177
51981,2020-18-02,Goodland,11.0,11,0,20181
51984,2020-18-02,PECK,16.0,15,0,20191
51988,2020-18-02,Cedar Bluff,2.0,3,0,20195
51993,2020-18-02,WY/KC,19.0,18,0,20209
52027,2020-18-02,WATSON,14.0,14,0,21111
52033,2020-18-02,Cannons Lane,13.0,13,0,21111
52037,2020-18-02,Near Road,15.0,15,0,21111
52039,2020-18-02,Carrithers Middle School,12.0,12,0,21111
52041,2020-18-02,Firearms Training,21.0,19,0,21111
52124,2020-18-02,Presque Isle Riverside,51.0,47,0,23003
52279,2020-18-02,DEARBORN,13.0,13,0,26163
52298,2020-18-02,Blaine,7.0,7,0,27003
52310,2020-18-02,Minneapolis-Lowry Ave,14.0,13,0,27053
52311,2020-18-02,Minneapolis-Pacific St,21.0,20,0,27053
52318,2020-18-02,Minneapolis - Bottineau/Marshall Terrace,15.0,14,0,27053
52322,2020-18-02,St. Paul - Downtown,28.0,26,0,27123
52351,2020-18-02,St. Joseph,26.0,25,0,29021
52356,2020-18-02,Hillcrest HS,7.0,7,0,29077
52359,2020-18-02,Front Street,38.0,36,0,29095
52364,2020-18-02,CARTHAGE,9.0,8,0,29097
52365,2020-18-02,ARNOLD WEST,6.0,6,0,29099
52370,2020-18-02,MTSP,6.0,6,0,29137
52379,2020-18-02,Branch Street,16.0,16,0,29510
52386,2020-18-02,Lewistown,9.0,8,0,30027
52388,2020-18-02,White Fish Dead End,65.0,56,1,30029
52389,2020-18-02,Kalispell Flathead Electric,33.0,31,0,30029
52390,2020-18-02,Columbia Falls,13.0,13,0,30029
52400,2020-18-02,Libby Courthouse,36.0,33,0,30053
52404,2020-18-02,Missoula Boyd Park,9.0,9,0,30063
52410,2020-18-02,Malta,3.0,3,0,30071
52414,2020-18-02,Broadus,8.0,7,0,30075
52419,2020-18-02,Sidney 201,4.0,5,0,30083
52423,2020-18-02,Birney,6.0,6,0,30087
52425,2020-18-02,Thompson Falls HS,20.0,19,0,30089
52427,2020-18-02,Butte Greely School,12.0,12,0,30093
52434,2020-18-02,NCORE,13.0,13,0,31055
52448,2020-18-02,Paul Meyer,28.0,27,0,32003
52452,2020-18-02,Walter Johnson,28.0,27,0,32003
52455,2020-18-02,Palo Verde,28.0,27,0,32003
52458,2020-18-02,Joe Neal,29.0,28,0,32003
52462,2020-18-02,GreenValley,29.0,28,0,32003
52467,2020-18-02,Jerome Mack,34.0,31,0,32003
52471,2020-18-02,Sunrise Acres,27.0,26,0,32003
52475,2020-18-02,Boulder City,21.0,19,0,32003
52478,2020-18-02,Jean,26.0,25,0,32003
52483,2020-18-02,Elko,11.0,10,0,32007
52486,2020-18-02,Linda,27.0,26,0,32023
52487,2020-18-02,Church,27.0,25,0,32023
52488,2020-18-02,Manse,27.0,25,0,32023
52489,2020-18-02,Glen Oaks,29.0,28,0,32023
52493,2020-18-02,Reno3,28.0,27,0,32031
52500,2020-18-02,Toll,24.0,22,0,32031
52505,2020-18-02,Sparks,22.0,20,0,32031
52509,2020-18-02,Spanish Springs,26.0,24,0,32031
52535,2020-18-02,Miller State Park,3.0,4,0,33011
52543,2020-18-02,Portsmouth,15.0,15,0,33015
52611,2020-18-02,Anthony,31.0,29,0,35013
52613,2020-18-02,Holman Rd,13.0,13,0,35013
52616,2020-18-02,Chaparral,13.0,12,0,35013
52619,2020-18-02,Desert View,45.0,43,0,35013
52625,2020-18-02,West Mesa,9.0,8,0,35013
52632,2020-18-02,7E Deming Airport,16.0,15,0,35029
52644,2020-18-02,Substation,7.0,6,0,35045
52657,2020-18-02,Bronx - IS52,22.0,20,0,36005
52723,2020-18-02,Taylorsville Liledoun,19.0,18,0,37003
52732,2020-18-02,CHERRYGR,16.0,16,0,37033
52734,2020-18-02,W OWEN SCH,16.0,16,0,37051
52737,2020-18-02,Durham Armory,15.0,15,0,37063
52743,2020-18-02,Burdens Creek,19.0,18,0,37063
52746,2020-18-02,HATTIEAVEN,19.0,18,0,37067
52750,2020-18-02,MENDNHAL,13.0,13,0,37081
52775,2020-18-02,Millbrook NCore,17.0,17,0,37183
52784,2020-18-02,Lostwood NWR,6.0,6,0,38013
52793,2020-18-02,Fargo NW,3.0,3,0,38017
52797,2020-18-02,TRNP-NU,3.0,3,0,38053
52806,2020-18-02,Hannover,10.0,10,0,38065
52811,2020-18-02,RYDER,4.0,5,0,38101
52835,2020-18-02,G.T.Craig,14.0,13,0,39035
52851,2020-18-02,Taft,18.0,18,0,39061
52889,2020-18-02,Healdton,9.0,8,0,40019
52893,2020-18-02,Moore,10.0,9,0,40027
52895,2020-18-02,Lawton North,13.0,13,0,40031
52899,2020-18-02,Seiling,10.0,9,0,40043
52904,2020-18-02,Ponca City,9.0,9,0,40071
52912,2020-18-02,Near Road OKC,12.0,11,0,40109
52917,2020-18-02,North OKC,10.0,10,0,40109
52927,2020-18-02,Glenpool,14.0,13,0,40143
53087,2020-18-02,NEW,25.0,23,0,42101
53132,2020-18-02,Jenkins Avenue,18.0,18,0,45019
53148,2020-18-02,Greenville-ESC,10.0,9,0,45045
53157,2020-18-02,Cayce City Hall,15.0,15,0,45063
53174,2020-18-02,Research Farm,14.0,13,0,46011
53176,2020-18-02,Watertown,15.0,14,0,46029
53180,2020-18-02,WIND CAVE,9.0,9,0,46033
53185,2020-18-02,Badlands,7.0,6,0,46071
53189,2020-18-02,Black Hawk,7.0,7,0,46093
53192,2020-18-02,Sioux Falls,12.0,12,0,46099
53197,2020-18-02,UC1,15.0,15,0,46127
53275,2020-18-02,El Paso UTEP C12,28.0,27,0,48141
53284,2020-18-02,Socorro Hueco C49,24.0,23,0,48141
53467,2020-18-02,Kennewick-Metaline,17.0,16,0,53005
53523,2020-18-02,Cheney-Turnbull (SO),1.0,1,0,53063
53524,2020-18-02,Spokane-Augusta Ave,35.0,33,0,53063
53530,2020-18-02,Colville-E 1st St,84.0,65,1,53065
53534,2020-18-02,Burbank-Maple Street,19.0,19,0,53071
53543,2020-18-02,Yakima-4th Ave,11.0,10,0,53077
53571,2020-18-02,Horicon Wildlife Area,10.0,10,0,55027
53574,2020-18-02,Eau Claire,12.0,11,0,55035
53590,2020-18-02,MILWAUKEE SER DNR,14.0,13,0,55079
53594,2020-18-02,MILWAUKEE COLLEGE AVE.-NR,15.0,14,0,55079
53599,2020-18-02,Devils Lake,11.0,11,0,55111
53605,2020-18-02,WAUKESHA - CLEVELAND AVE,13.0,12,0,55133
53617,2020-18-02,Converse County Long-Term,4.0,5,0,56009
53623,2020-18-02,Johnson County,1.0,2,0,56019
53626,2020-18-02,Cheyenne NCore,4.0,4,0,56021
53632,2020-18-02,Sheridan PD,8.0,7,0,56033
53637,2020-18-02,Boulder,5.0,5,0,56035
53640,2020-18-02,Daniel South,4.0,5,0,56035
53652,2020-18-02,Wamsutter,4.0,5,0,56037
53655,2020-18-02,Moxa Arch,1.0,1,0,56037
53664,2020-18-02,Murphy Ridge,6.0,6,0,56041
53672,2020-18-02,Laurel,1.0,1,0,84002
53678,2020-18-02,Olancha,16.0,15,0,84006
53695,2020-18-02,Paonia,9.0,9,0,84008
53717,2020-18-02,Lake Ilo,3.0,4,0,84038
53728,2020-18-02,Aberdeen,11.0,11,0,84046
53745,2020-18-02,Madison University Ave,13.0,12,0,84055
53750,2020-18-02,Laramie County Mobile,18.0,18,0,84056
53755,2020-18-02,James Town Mobile,10.0,9,0,84056
53763,2020-18-02,Indio-29 Palms,29.0,28,0,840TT
53783,2020-18-02,Santa Rosa Rancheria,35.0,32,0,TT542
53788,2020-19-02,NO. BHAM,12.0,11,0,01073
53790,2020-19-02,WYLAM,7.0,7,0,01073
53795,2020-19-02,Garden,1.0,2,0,02020
53797,2020-19-02,Parkgate (Eagle River),0.0,0,0,02020
53803,2020-19-02,NCore,13.0,12,0,02090
53807,2020-19-02,Floyd Dryden,1.0,2,0,02110
53809,2020-19-02,Butte (Harrison Court),1.0,2,0,02170
53810,2020-19-02,Paul Spur Chemical Lime Plant,5.0,5,0,04003
53811,2020-19-02,Douglas Red Cross,28.0,27,0,04003
53818,2020-19-02,Payson Well Site,33.0,31,0,04007
53823,2020-19-02,Hayden,14.0,13,0,04007
53825,2020-19-02,Miami Golf Course,25.0,24,0,04007
53828,2020-19-02,Alamo Lake,13.0,12,0,04012
53830,2020-19-02,StJohns,26.0,24,0,04013
53833,2020-19-02,Senior Center,21.0,19,0,04013
53838,2020-19-02,LEHI,20.0,19,0,04013
53841,2020-19-02,High School,29.0,27,0,04013
53845,2020-19-02,Phoenix JLG Supersite,77.0,62,1,04013
53848,2020-19-02,Bullhead City,14.0,14,0,04015
53851,2020-19-02,Ajo,22.0,21,0,04019
53852,2020-19-02,Orange Grove,30.0,28,0,04019
53854,2020-19-02,Rillito,56.0,51,1,04019
53857,2020-19-02,South Tucson,34.0,32,0,04019
53869,2020-19-02,Green Valley,11.0,11,0,04019
53875,2020-19-02,Geronimo,39.0,36,0,04019
53877,2020-19-02,Sacaton,27.0,26,0,04021
53878,2020-19-02,CasaBlanca,46.0,44,0,04021
53881,2020-19-02,Nogales Post Office,58.0,52,1,04023
53887,2020-19-02,Yuma Supersite,43.0,40,0,04027
53938,2020-19-02,Chico -  East,33.0,31,0,06007
53944,2020-19-02,San Andreas,19.0,18,0,06009
53948,2020-19-02,Colusa - Sunrise Blvd.,23.0,21,0,06011
53968,2020-19-02,South Lake Tahoe - Sandy Way,22.0,21,0,06017
53974,2020-19-02,Fresno - Garland,46.0,44,0,06019
53991,2020-19-02,Jacobs,20.0,19,0,06023
53994,2020-19-02,Calexico - Ethel Street,66.0,56,1,06025
53996,2020-19-02,Brawley - 220 Main Street,38.0,36,0,06025
53999,2020-19-02,El Centro - 9th Street,44.0,42,0,06025
54002,2020-19-02,Westmorland - 570 Cook St,33.0,31,0,06025
54005,2020-19-02,Niland - English Road,29.0,28,0,06025
54009,2020-19-02,NCore - White Mountain Research Station - OVL,23.0,22,0,06027
54012,2020-19-02,Lone Pine,19.0,18,0,06027
54013,2020-19-02,Dirty Socks,15.0,15,0,06027
54014,2020-19-02,Shell Cut,17.0,17,0,06027
54015,2020-19-02,Bill Stanley,10.0,10,0,06027
54016,2020-19-02,Lizard Tail,17.0,16,0,06027
54017,2020-19-02,North Beach,17.0,17,0,06027
54018,2020-19-02,Mill Site,17.0,17,0,06027
54021,2020-19-02,Coso Junction,21.0,20,0,06027
54022,2020-19-02,Keeler,18.0,17,0,06027
54030,2020-19-02,Mojave - 923 Poole St.,22.0,20,0,06029
54037,2020-19-02,Oildale - 3311 Manor Street,52.0,49,0,06029
54052,2020-19-02,Glendora - Laurel,42.0,39,0,06037
54060,2020-19-02,Los Angeles - N. Main Street,49.0,45,0,06037
54089,2020-19-02,Lancaster-Division,24.0,23,0,06037
54094,2020-19-02,Madera-City,34.0,31,0,06039
54102,2020-19-02,Yosemite Village - Visitor Center,12.0,11,0,06043
54107,2020-19-02,Fort Bragg High School,12.0,12,0,06045
54112,2020-19-02,Mammoth Lakes,32.0,30,0,06051
54114,2020-19-02,Lee Vining,16.0,16,0,06051
54116,2020-19-02,Mono Shore,15.0,14,0,06051
54122,2020-19-02,King City AMS,14.0,13,0,06053
54136,2020-19-02,Anaheim,31.0,29,0,06059
54154,2020-19-02,Roseville - N.Sunrise/Douglas,23.0,22,0,06061
54174,2020-19-02,Indio - Jackson Street,36.0,34,0,06065
54176,2020-19-02,Saul Martinez,32.0,31,0,06065
54180,2020-19-02,Palm Springs - Fire Station,20.0,19,0,06065
54186,2020-19-02,Riverside - Rubidoux,51.0,48,0,06065
54192,2020-19-02,Mira Loma - Van Buren,63.0,55,1,06065
54197,2020-19-02,Lake Elsinore - W. Flint Street,18.0,18,0,06065
54210,2020-19-02,Downtown Sacramento - T Street,41.0,39,0,06067
54221,2020-19-02,Hollister AMS,17.0,16,0,06069
54227,2020-19-02,Barstow,32.0,31,0,06071
54233,2020-19-02,Lucerne Valley,22.0,21,0,06071
54241,2020-19-02,Upland,58.0,52,1,06071
54245,2020-19-02,Trona - Athol and Telegraph,26.0,25,0,06071
54252,2020-19-02,Hesperia - Olive Street,42.0,39,0,06071
54260,2020-19-02,San Bernadino - 4th Street,61.0,54,1,06071
54284,2020-19-02,Manteca,34.0,32,0,06077
54287,2020-19-02,TracyAP,23.0,21,0,06077
54291,2020-19-02,Paso Robles - Santa Fe Ave,18.0,17,0,06079
54292,2020-19-02,Mesa 2 /Nipomo,22.0,21,0,06079
54297,2020-19-02,San Luis Obispo - Higuera St,17.0,17,0,06079
54299,2020-19-02,Nipomo Mesa CDF,26.0,25,0,06079
54305,2020-19-02,Nipomo RP,20.0,19,0,06079
54308,2020-19-02,Atascadero2,16.0,15,0,06079
54323,2020-19-02,Santa Maria - Broadway,28.0,26,0,06083
54333,2020-19-02,Las Flores Canyon,19.0,18,0,06083
54336,2020-19-02,Lompoc H Street,22.0,20,0,06083
54340,2020-19-02,Goleta,25.0,23,0,06083
54395,2020-19-02,Modesto - 14th Street,34.0,32,0,06099
54402,2020-19-02,Yuba City,32.0,30,0,06101
54413,2020-19-02,Visalia - N. Church Street,58.0,53,1,06107
54431,2020-19-02,Simi Valley - Cochran Street,30.0,28,0,06111
54435,2020-19-02,El Rio - Rio Mesa School #2,24.0,22,0,06111
54447,2020-19-02,Welby - 78th Ave. & Steele St.,12.0,11,0,08001
54463,2020-19-02,Denver - CAMP - 2105 Broadway,15.0,15,0,08031
54468,2020-19-02,La Casa NCORE - 4545 Navajo St.,15.0,15,0,08031
54496,2020-19-02,Ute 3,16.0,16,0,08067
54499,2020-19-02,Ft. Collins - CSU Facilities,3.0,3,0,08069
54522,2020-19-02,Danbury,8.0,7,0,09001
54525,2020-19-02,Hartford-Huntley,10.0,9,0,09003
54529,2020-19-02,East Hartford,9.0,8,0,09003
54534,2020-19-02,Cornwall,5.0,5,0,09005
54540,2020-19-02,New Haven - Criscuolo Park,11.0,11,0,09009
54544,2020-19-02,Groton Fort Griswold,7.0,6,0,09011
54573,2020-19-02,McMillan NCORE,10.0,9,0,11001
54586,2020-19-02,Melbourne,15.0,14,0,12009
54611,2020-19-02,Kooker Park,19.0,19,0,12031
54618,2020-19-02,Mandarin,13.0,12,0,12031
54638,2020-19-02,GARDINIER,35.0,33,0,12057
54644,2020-19-02,DAVIS ISLAND,24.0,23,0,12057
54659,2020-19-02,Winkler Pump Station,17.0,16,0,12071
54718,2020-19-02,Fl. Baptist Children's Home,21.0,19,0,12105
54720,2020-19-02,Palatka,19.0,18,0,12107
54731,2020-19-02,Paw Park,21.0,20,0,12115
54737,2020-19-02,Seminole Community College (AG COMP),15.0,14,0,12117
54743,2020-19-02,Macon Forestry,5.0,6,0,13021
54747,2020-19-02,Savannah L&A,16.0,16,0,13051
54750,2020-19-02,Athens,8.0,7,0,13059
54755,2020-19-02,South DeKalb,11.0,10,0,13089
54765,2020-19-02,Gwinnett Tech,7.0,7,0,13135
54767,2020-19-02,Warner Robins,7.0,7,0,13153
54773,2020-19-02,Augusta,4.0,5,0,13245
54776,2020-19-02,Rossville,11.0,11,0,13295
54790,2020-19-02,Kapolei,15.0,14,0,15003
54794,2020-19-02,Honolulu,10.0,9,0,15003
54800,2020-19-02,Pearl City,11.0,11,0,15003
54801,2020-19-02,Boise Fire Station,19.0,18,0,16001
54810,2020-19-02,Pocatello Garrett and Gould,17.0,17,0,16005
54817,2020-19-02,Sandpoint U of I,16.0,16,0,16017
54822,2020-19-02,Nampa Fire Station,13.0,13,0,16027
54832,2020-19-02,Pinehurst,12.0,12,0,16079
54916,2020-19-02,Gary-IITRI,10.0,10,0,18089
54938,2020-19-02,Indpls-Washington Park,14.0,14,0,18097
54949,2020-19-02,Portage-Hwy 12,18.0,17,0,18127
55002,2020-19-02,Buffalo,21.0,19,0,19163
55012,2020-19-02,Chanute,12.0,12,0,20133
55016,2020-19-02,WHlthDpt,11.0,10,0,20173
55022,2020-19-02,KNI-Topeka,14.0,14,0,20177
55024,2020-19-02,Goodland,12.0,12,0,20181
55027,2020-19-02,PECK,17.0,17,0,20191
55029,2020-19-02,Cedar Bluff,4.0,5,0,20195
55034,2020-19-02,WY/KC,25.0,23,0,20209
55068,2020-19-02,WATSON,18.0,18,0,21111
55074,2020-19-02,Cannons Lane,14.0,14,0,21111
55078,2020-19-02,Near Road,17.0,16,0,21111
55080,2020-19-02,Carrithers Middle School,17.0,17,0,21111
